id,Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
599,https://travelthruhistory.com/wp-content/uploads/2020/02/Dubai_skyline-1200x632.jpg,The image shows Dubais tall skyscrapers and futuristic skyline. I chose this place because its modern design and desert views really inspire me.,United Arab Emirates,Sunny,Evening,Summer,Sightseeing,Excitement
600,https://img.andrewprokos.com/MANHATTAN-EMPIRE-STATE-VIEW-FROM-ROCKEFELLER-CENTER-AT-DUSK-5214-1000PX.jpg,The image shows New Yorks skyline at dusk with bright city lights. I chose this place because I want to feel the energy of this iconic city.,USA,Sunny,Evening,Fall,Urban life,Adventure
601,https://nationaltoday.com/wp-content/uploads/2021/10/Eiffel-Tower-Day--1200x834.jpg,"The image shows the Eiffel Tower on a clear day. I chose this place because Paris is known for its beauty, romance, and cultural charm.",France,Sunny,Afternoon,Spring,Relaxing,Romance
602,https://cdn.britannica.com/72/189672-050-EC848109/Aerial-view-Grosser-Tiergarten-skyline-Berlin-Germany.jpg,The image shows Berlins historic buildings and wide parks. I chose this place because Im interested in its history and modern culture.,Germany,Cloudy,Morning,Summer,City tour,Curiosity
603,https://plus.unsplash.com/premium_photo-1725408094253-33f4384d0ae5?fm=jpg&ixid=M3wxMjA3fDB8MHxwaG90by1yZWxhdGVkfDE1fHx8ZW58MHx8fHx8&ixlib=rb-4.1.0&q=60&w=3000,Iconic cityscape of NYC,United States of America,Sunny,Afternoon,Summer,Sightseeing,Excitement
604,https://www.parisdiscoveryguide.com/image-files/800-musee-cite-architecture-view-of-tour-eiffel.jpg,Classic view of the Eiffel Tower,France,Sunny,Afternoon,Summer,Sightseeing,Romance
605,https://photos.smugmug.com/Kyoto/Kyoto-Must-Do/i-JRJVg9N/0/f943b5ab/L/kyoto-must-do-shutterstock_403209976-L.jpg,classic cultural and natural view,Japan,Sunny,Morning,Spring,Sightseeing,Happiness
606,https://images.squarespace-cdn.com/content/v1/64dd388ada7c5c224b4013f8/a9c9a7ac-2faa-4bff-ba7d-4aeced75f67e/Edinburgh%2BCastle.jpg,Historic castle of Edinburgh,Scotland,Cloudy,Evening,Fall,Sightseeing,Curiosity
607,https://blog.crystaltravel.co.uk/wp-content/uploads/2024/10/Stonehenge.webp,Famous ancient landmarks,England,Cloudy,Morning,Spring,Hiking,Curiosity
608,https://images.pexels.com/photos/2399391/pexels-photo-2399391.jpeg,Swiss snowy village with wooden houses and mountains,Switzerland,Snowy,Morning,Winter,Sightseeing,
609,https://images.pexels.com/photos/27221292/pexels-photo-27221292.jpeg,Motorboat in Nesso on Lake Como with colorful lakeside houses,Italy (Lake Como),Sunny,Afternoon,Summer,Boating,
610,https://i.pinimg.com/1200x/e1/03/eb/e103eb2c9f4ed4d57f0a9efd9f2b9838.jpg,A dramatic view of Big Ben and the Palace of Westminster on a rainy day in London. I chose this place because it represents one of the most iconic historical and cultural landmarks in the UK.,United Kingdom,Rainy,Afternoon,Winter,Sightseeing,Curiosity
611,https://i.pinimg.com/1200x/e3/e6/98/e3e6989475f5daeb6cacdd7627fd524a.jpg,A bright and colorful view of Santorini with its iconic white buildings and blue domes overlooking the Aegean Sea. I chose this place because of its breathtaking scenery and peaceful Mediterranean atmosphere.,Greece,Sunny,Afternoon,Spring,Relaxing,Happiness
612,https://i.pinimg.com/1200x/37/45/31/3745317a5f557fe70deffdc7920f8038.jpg,A breathtaking view of the Swiss Alps with a turquoise lake and a hiker standing on a narrow mountain ridge. I chose this place because Switzerland offers some of the most stunning natural landscapes perfect for hiking and adventure.,Switzerland,Sunny,Morning,Summer,Hiking,Adventure
613,https://i.pinimg.com/736x/8f/38/bc/8f38bc10377157604afd84da26ccd491.jpg,A magical evening view of Istanbul with illuminated boats on the Bosphorus and the historic mosque rising in the background.,Turkey,Cloudy,Evening,Winter,Sightseeing,Curiosity
614,https://i.pinimg.com/1200x/f8/59/c1/f859c1ab542a47684ccd605dc0c62b22.jpg,"A tropical paradise view featuring overwater bungalows, turquoise waters, and lush green mountains. I chose this place because the Maldives is known for its peaceful beaches and luxurious island resorts.",Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
615,https://i.pinimg.com/736x/b5/b1/ae/b5b1ae0ea9440f6fe54339a11154ddd6.jpg,"A stunning view of the Pyramids of Giza during golden hour, with a camel rider crossing the desert. I chose this place because its one of the most iconic historical wonders in the world and represents ancient Egyptian civilization.",Egypt,Sunny,Evening,Summer,Camel Riding,Nostalgia
616,https://i.pinimg.com/736x/31/89/e9/3189e9bbfa1d50065f3d408af6a80751.jpg,"A magical winter view of Saint Basils Cathedral in Moscow, covered in falling snow at night. I chose this place because of its unique colorful architecture and the beautiful winter atmosphere.",Russia,Snowy,Evening,Winter,Sightseeing,Romance
617,https://i.pinimg.com/736x/7c/ff/ef/7cffef675634d9e268a5c8def95e342a.jpg,"Beautiful Istanbul near Hagia Sophia, chosen because I love exploring historical landmarks",Turkey,Sunny,Morning,Spring,Sightseeing,Excitement
618,https://i.pinimg.com/736x/c5/30/1e/c5301ebac731f4a293123d8898ee20de.jpg,"The pyramids in Egypt are an incredible architectural masterpiece, and I chose this place because I would love to see it in real life.",Egypt,Sunny,Afternoon,Summer,Sightseeing,Excitement
619,https://i.pinimg.com/1200x/39/6a/a4/396aa48734314313c5b30f6ba08bb144.jpg,"Al-Aqsa Mosque in Jerusalem is a sacred place, and I chose it because I truly wish to visit it one day and pray there.",Palestine,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
620,https://i.pinimg.com/736x/a3/d2/b8/a3d2b85c29439c9fbcd724f1a41bc2ca.jpg,"The Eiffel Tower truly captures my attention, which is why I chose this destination.",France,Sunny,Afternoon,Spring,Sightseeing,Excitement
621,https://i.pinimg.com/736x/0f/f0/a7/0ff0a776a4853fefee8720a554262f8f.jpg,"Dubai showcases the beauty of modern architectural design, which is why I chose this destination.",UAE,Sunny,Afternoon,Winter,Relaxing,Excitement
622,https://i.pinimg.com/736x/5e/cb/11/5ecb1153d05344b5745bea7753acef8e.jpg,I chose Greece because I would love to explore its historical landmarks and enjoy its stunning natural scenery.,Greece,Sunny,Morning,Spring,Sightseeing,Happiness
623,https://i.pinimg.com/736x/4c/17/14/4c1714fa8e77cf488ce88dd1219c4196.jpg,"I chose Japan because it has been a dream of mine since childhood, and I wish to visit it to see its traditional homes.",Japan,Sunny,Morning,Spring,Relaxing,Happiness
624,https://cdn.wallpapersafari.com/52/82/P8Qwy6.jpg,"This iconic view features Mount Fuji with its snow-capped peak and the Chureito Pagoda, framed by vibrant pink cherry blossoms. I choose it because of quintessential, globally recognized symbol of Japanese natural beauty and culture, especially during the spring season.",japan,Sunny,Morning,Spring,Sightseeing,Romance
625,https://wallpapercat.com/w/full/8/d/6/33391-1920x1080-desktop-full-hd-korea-background.jpg,"This is a picture of a traditional Korean pavilion/pagoda in a historical park, framed by brilliant red and orange autumn maple leaves. It is chosen for its breathtaking capture of traditional Asian architecture amidst the rich colors of the fall season.",Korea,Sunny,Afternoon,Fall,Sightseeing,Nostalgia
626,https://images.pexels.com/photos/672532/pexels-photo-672532.jpeg,"This is an aerial, daytime view of the Houses of Parliament and the Elizabeth Tower (Big Ben) along the River Thames in London, showcasing the full complex and the surrounding urban area. It is chosen as a definitive symbol of British democracy, history, and architectural grandeur in bright daylight.",London,Sunny,Afternoon,Summer,Sightseeing,Happiness
627,https://wallpapercat.com/w/full/4/f/3/273394-1080x1920-samsung-full-hd-egypt-wallpaper-photo.jpg,"This is a picture of the Pyramids of Giza near Cairo. The photo captures the scale and ancient stone construction of the pyramid(s) against a clear blue sky. In the foreground, there are figures on camels, indicating a typical desert activity and providing a sense of scale. I chose this place because it is an unparalleled symbol of ancient civilization, engineering, and history, instantly recognizable worldwide.",Egypt,Sunny,Afternoon,Summer,Sightseeing,Adventure
628,https://images7.alphacoders.com/898/898714.jpg,"This is a picture of the Great Wall of China, specifically showing its winding path along the mountainous ridges. The foreground features a well-preserved watchtower, with the wall extending far into the distance, connecting other towers on distant peaks. The wall is surrounded by thick, vibrant green foliage. I chose this place because it is one of the world's most impressive feats of human engineering and a profound symbol of Chinese history and culture.",China,Sunny,Morning,Summer,Sightseeing,Curiosity
629,https://www.otlaat.com/wp-content/uploads/2018/01/%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-%D8%AA%D8%B1%D9%83%D9%8A%D8%A7-16-%D9%8A%D9%88%D9%85.jpg,"This is a picture of the Süleymaniye Mosque in Istanbul, Turkey, captured during the day.I chose this place because it showcases the immense historical architecture and the bustling, colorful environment of Istanbul.",Turkey,Sunny,Afternoon,Spring,Sightseeing,Happiness
630,https://storage.googleapis.com/stateless-www-justwravel-com/2025/05/840b6004-3-768x576.jpg,"""A cliffside view of Kelingking Beach in Nusa Penida, Bali. I chose it for the relaxing, amazing view and the peaceful feeling of looking over the bright blue water.""",Indonesia,Cloudy,Afternoon,Summer,Sightseeing,Excitement
631,https://live.staticflickr.com/5547/14401060837_e56c5f1d7c_b.jpg,"""Morning view of the Maldives with a calm ocean and soft sunrise clouds. I chose it for the peaceful, very relaxing scene that simply makes me happy.""",Maldives,Cloudy,Morning,Spring,Relaxing,Happiness
632,https://img.freepik.com/premium-photo/sacred-kaaba-makkah-blessing-rain_921485-2288.jpg,"""Rain falling over the Kaaba in Mecca during the evening. I chose it for its peaceful beauty and the warm, happy feeling it gives me inside.""",Saudi Arabia,Rainy,Evening,Winter,Religious/Spiritual Visit,Happiness
633,https://www.matterhornparadise.ch/ZBAG/05-skifahren/00_ski/02-sued/1411/image-thumb__1411__img-text-slider/ZBAG_DSCF0640.jpg,"""Snowy Zermatt with the Matterhorn towering above. I chose it for the fun of skiing, the amazing view of the Alps, and the stunning winter scenery.""",Switzerland,Snowy,Afternoon,Winter,Skiing,Adventure
634,https://www.wanderlustchloe.com/wp-content/uploads/2019/10/Cappadocia-balloons-3.jpg,"""Hot-air balloons floating over Cappadocia at sunrise. I chose it for the unique adventure experience and the magical morning landscape.""",Turkey,Sunny,Morning,Summer,Hot-air balloon ride,Excitement
635,"https://res.cloudinary.com/hello-tickets/image/upload/c_limit,f_auto,q_auto,w_900/v1716371097/gbono4gkttteo7n34pka.jpg","""Rainy fall scene in Central Park with autumn trees while biking. I chose it because the fall colors and rainy atmosphere feel peaceful and nostalgic.""",USA,Rainy,Afternoon,Fall,Hiking,Nostalgia
636,https://share.google/images/hi2UmXGji5RBS00aW,"Santiago Bernabeu Stadium, home of Real Madrid in Madrid, full of fans watching a football match.",Spain,Sunny,Evening,Fall,Watching a football match,Excitement
640,https://share.google/images/dGZ7KvmV7zVHUeKRq,Mountain scenery in Georgia with high peaks and a small village or church in the valley below.,Georgia,Snowy,Morning,Winter,Hiking in the mountains,Adventure
643,https://share.google/images/3euae9JD9S2Elub6J,"Sand dunes and desert landscape in Algeria, with warm light over the golden sand.",Algeria,Sunny,Afternoon,Summer,Exploring the desert,Curiosity
644,https://share.google/images/7YztmUohtvYck0Gze,"A colorful street or old town in Morocco, with traditional buildings and people walking or shopping.",Morocco,Sunny,Afternoon,Spring,Sightseeing and shopping,Happiness
645,https://i.postimg.cc/zGY1M8M5/Moscow-City-in-Winter-Evening-Skyscrapers.jpg,"A view of Moscow Citys skyscrapers during winter, showing modern towers surrounded by snow and cold atmosphere.",Russia,Snowy,Evening,Winter,Sightseeing,Curiosity
646,https://i.postimg.cc/8z7th6w7/Amsterdam-Netherlands.jpg,"A classic Amsterdam canal view with bicycles and historic buildings, chosen for its peaceful European charm.",Netherlands,Cloudy,Afternoon,Spring,Sightseeing,Nostalgia
647,https://i.postimg.cc/7Ly0fGWB/download.jpg,"A beautiful view of Barcelonas coastline with the city and beach atmosphere, chosen for its lively Mediterranean vibe.",Spain,Sunny,Afternoon,Summer,Relaxing,Happiness
648,https://i.postimg.cc/cLf8y1L5/download-1.jpg,"A scenic view of Istanbul with historic architecture and the Bosphorus, chosen for its rich cultural atmosphere.",Turkey,Sunny,Evening,Summer,Sightseeing,Curiosity
649,https://i.postimg.cc/6QYqt8Jt/download-3.jpg,"A stunning view of Norways mountains and icy waters, chosen for its peaceful and dramatic natural beauty.",Norway,Snowy,Morning,Winter,Hiking,Adventure
650,https://i.postimg.cc/jSvndgyd/Fushimi-Inari-Shrine-Your-Kyoto-Adventure-Guide.jpg,"The famous Fushimi Inari Shrine with its iconic red torii gates, chosen for its cultural and spiritual significance.",Japan,Sunny,Morning,Spring,Sightseeing,Curiosity
651,https://i.postimg.cc/hv9fFpSQ/image.png,"A dramatic mountainous landscape in Dagestan with steep cliffs and greenery, chosen for its breathtaking natural scenery.",Russia,Cloudy,Afternoon,Summer,Hiking,Adventure
652,https://i.postimg.cc/GmT6bNW7/Screenshot-2025-12-04-221409.png,"A vast icy landscape of Greenland with glaciers and snow, chosen for its serene and remote arctic beauty.",Greenland,Snowy,Morning,Winter,Hiking,Melancholy
653,https://i.postimg.cc/m2t5SJ2V/image3.png,"A rugged mountainous landscape in Afghanistan, chosen for its dramatic terrain and natural beauty.",Afghanistan,Sunny,Afternoon,Summer,Hiking,Adventure
654,https://www.visitportdouglasdaintree.com/images/_1200x630_crop_center-center_82_none/cape-tribulation.jpeg?mtime=1605594932,White-sand tropical beach bordered by rainforest and the Great Barrier Reef.,Australia,Sunny,Evening,Summer,Relaxing,Happiness
655,https://www.globalnationalparks.com/wp-content/uploads/national-park-grand-canyon.jpg,Dramatic canyon view with a winding river and glowing cliffs.,United States,Sunny,Morning,Summer,Sightseeing,Adventure
656,https://images.unsplash.com/photo-1552832230-c0197dd311b5?fm=jpg&q=60&w=3000&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8cm9tZSUyMGl0YWx5fGVufDB8fDB8fHww,Classic Roman rooftops and domes.,Italy,Sunny,Afternoon,Summer,Sightseeing,Curiosity
657,https://upload.wikimedia.org/wikipedia/commons/b/bf/Golden_Gate_Bridge_as_seen_from_Battery_East.jpg,Sunrise view of the Golden Gate Bridge.,United States,Sunny,Evening,Spring,Sightseeing,Nostalgia
658,https://statics.vinpearl.com/ha-long-bay-in-vietnam-2_1648434936.jpg,Ha Long Bay cliffs and calm water during sunset.,Vietnam,Sunny,Morning,Fall,Boat Tour,Romance
660,https://asiatravellinks.com/images/attractions/sunset-cruise-halong-bay-anchored-ship.jpg,Golden sunset over Ha Long Bay cliffs.,Vietnam,Sunny,Evening,Summer,Sightseeing,Melancholy
661,https://media.cnn.com/api/v1/images/stellar/prod/220707113925-17-maldives-best-overwater-villas-velaa.jpg?c=original,Overwater villas and crystal-clear lagoon.,Maldives,Sunny,Morning,Summer,Swimming,Happiness
662,https://www.classicist.org/assets/images/events/_articleThumb/Court-of-the-Lions-1.jpg,"Alhambra Palace, A photo of the Court of the Lions, highlighting the detailed carvings on the marble pillars. I chose this place because its unique craftsmanship and historical atmosphere bring back nostalgic memories from my visit.",Spain,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
663,https://imageio.forbes.com/specials-images/imageserve/646b6b45d9b20ac15900fd8a/Oleander-flowers-and-villa-Monastero-in-background--lake-Como--Varenna/0x0.jpg,"Lake Como, A peaceful lakeside view with colorful flowers and classic buildings along the water. I chose this place because its calm atmosphere and natural beauty makes it a perfect getaway",Italy,Sunny,Afternoon,Spring,Relaxing,Happiness
664,https://media.jungfrau.ch/image/upload/Jungfraujoch-Top-of-Europe-im-Morgenlicht.jpg,"Jungfraujoch (Swiss Alps), A breathtaking view of snow-covered mountains under soft morning light. I chose this place because its majestic alpine scenery makes it a fascinating place to experience.",Switzerland,Snowy,Morning,Winter,Sightseeing,Adventure
665,https://www.sunsiyam.com/media/qnfnzgmq/ssiv_general_04.jpg,"Maldives, A golden afternoon on a sunny beach with clear water and vacation huts. I chose this place for its relaxing tropical beauty.",Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
666,https://images.nationalgeographic.org/image/upload/t_edhub_resource_key_image/v1638892506/EducationHub/photos/the-great-wall-of-china.jpg,"Great Wall of China, A breathtaking view of the Great Wall of China snaking over mountains. I chose this place because it symbolizes ancient history and architectural marvels.",China,Sunny,Afternoon,Spring,Sightseeing,Adventure
667,https://tourism.ps/wp-content/uploads/2021/08/j13.jpg,A sacred city for Muslims with great historical and cultural importance. I want to visit it to experience its spiritual atmosphere and rich history.,Palestine,Sunny,Afternoon,Summer,Praying / Worshiping,Nostalgia
668,https://emlakplatform.fsn1.your-objectstorage.com/298/Tourism-in-Trabzon-Mountainous-atmosphere%2C-stunning-nature%2C-and-rich-history..webp,A scenic city on the Black Sea coast with green hills and historic landmarks. I want to visit it to enjoy its natural beauty and explore its culture.,Turkey,Cloudy,Afternoon,Spring,Sightseeing,Adventure
669,https://travnook.com/wp-content/uploads/2025/02/%D8%B1%D9%88%D9%81%D8%A7%D9%86%D9%8A%D9%85%D9%8A%D9%81%D9%86%D9%84%D9%86%D8%AF%D8%A7.jpg,"Rovaniemi is a magical Arctic?Circle city in Finnish Lapland, full of snowy landscapes, Northern Lights, and winter wonderland charm. I want to visit it to enjoy its unique Arctic nature, experience the snow and the lights, and live a dream of a fairy?tale winter.",Finland,Snowy,Evening,Winter,Skiing / Winter Activities,Happiness
670,https://skylifeholidays.com/wp-content/uploads/2024/08/%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9-%D9%81%D9%8A-%D8%B7%D9%88%D9%83%D9%8A%D9%88-2.webp,"Tokyo is a vibrant city mixing modern skyscrapers, neon lights and traditional culture; I want to visit to experience its energy, high?tech atmosphere and cultural diversity.",Japan,Sunny,Afternoon,Spring,Boat Riding,Happiness
671,"https://assets.anantara.com/image/upload/q_auto,f_auto,c_limit,w_1045/media/minor/anantara/images/anantara-dhigu-maldives-resort/accommodation/details-page/sunrise-over-water-suite/new_images_april_2024/gallery_880_475/6-anantaradhigumaldivesresortguestroomsunriseoverwatersuitedeckwithloungers880x475.jpg","The Maldives  a tropical paradise of crystal?clear waters and white sandy beaches, perfect for relaxation and island?life escape. I want to visit it to enjoy its serene nature, warm seas, and peaceful island ambiance.",Maldives,Sunny,Morning,Summer,Relaxing / Swimming / Beach Vacation,Romance
672,https://www.22places.com/wp-content/uploads/2025/05/venice-gondola-ride-3-1050x657.webp,"Venice is a magical city built on water, with charming canals and gondola rides; I want to visit it to ride a gondola, enjoy the canals and feel the unique romantic atmosphere.",Italy,Sunny,Afternoon,Summer,Boat Riding / Sightseeing,Curiosity
673,https://www.thewildlifediaries.com/wp-content/uploads/2022/10/Twin-lagoon-on-paradise-island-on-coron-1024x681.jpg.webp,Twin Lagoon in Coron is a hidden tropical paradise with crystal?clear turquoise water surrounded by dramatic limestone cliffs  I want to visit to swim between two connected lagoons and enjoy its natural beauty.,Philippines,Sunny,Afternoon,Spring,Boat Riding / Swimming / Sightseeing,Happiness
674,https://pictures.altai-travel.com/1160x0/hikers-visiting-machu-picchu-lost-city-1021.jpg,"Machu?Picchu  an ancient Inca mountain city perched high in the Andes; I want to hike there to explore the ruins, enjoy breathtaking mountain views and experience ancient history.",Peru,Cloudy,Afternoon,Spring,Hiking / Exploring Ruins,Adventure
675,https://www.americantouring.com.ec/wp-content/uploads/2024/03/1-1-1.png,"A clear and bright picture of the Dome of the Rock that we long for, surrounded by historic buildings and ancient stone walls.",Palestine,Sunny,Morning,Summer,Sightseeing,Nostalgia
676,https://static.sayidaty.net/styles/1375_scale/public/2022-10/180023.jpeg,"A beautiful sunset view of the Great Pyramids of Giza, with warm golden sky colors shining over the desert.",Egypt,Sunny,Morning,Summer,Sightseeing,Adventure
677,https://4.bp.blogspot.com/-MQkfFgWAgBw/VAjPBkmg3VI/AAAAAAAAC_c/JMce9TZFk0g/s1600/2-jpg.jpg,"A powerful waterfall with bright blue water crashing down, surrounded by clouds and mist.",Canada,Cloudy,Afternoon,Summer,Relaxing,Excitement
678,https://rmooosh.net/wp-content/uploads/2022/08/%D8%A8%D8%B1%D8%AC-%D8%A8%D9%8A%D8%B2%D8%A7-%D8%A7%D9%84%D9%85%D8%A7%D8%A6%D9%84.jpg,A bright daytime photo of the Leaning Tower of Pisa with people walking around the green lawn under a partly cloudy sky.,Italy,Cloudy,Afternoon,Spring,Sightseeing,Happiness
679,https://rtwin30days.com/wp-content/uploads/2023/12/The-Monastery-Petra-Jordan-800x533.jpg,"A sunny photo of the ancient Petra building carved into the rock, with people walking in front of it under a deep blue sky.",Jordan,Sunny,Afternoon,Summer,Sightseeing,Adventure
680,https://imgcdn.stablediffusionweb.com/2025/1/24/62651241-b71f-4b7e-a3e7-32e7e7fffaad.jpg,"A snowy winter scene of the Eiffel Tower with people walking toward it, surrounded by bare trees and a white walkway.",France,Snowy,Afternoon,Winter,Sightseeing,Romance
681,https://erasmusbarcelona.com/wp-content/uploads/2014/02/Bcn.jpg,"An aerial view of Barcelona with the Sagrada Família in the center, surrounded by long straight streets and warm sunset light.",Spain,Sunny,Evening,Fall,Sightseeing,Curiosity
682,https://turkeyvlog.com/wp-content/uploads/2021/01/%D8%A8%D8%B1%D8%AC-%D8%BA%D9%84%D8%B7%D8%A9.jpg,"A charming street view leading to the historic Galata Tower, with old buildings, warm sunlight, and a cobblestone road.",Turkey,Sunny,Afternoon,Fall,Walking,Adventure
685,https://share.google/images/GUmhgZNF5I30wQL3v,Kyoto — famous for cherry blossoms and beautiful shrines.,Japan,Sunny,Morning,Spring,Sightseeing,Romance
687,https://share.google/images/DV6aHjn5r20EiCsI7,Tunnel of Love — a beautiful nature-filled train path.,Ukraine,Sunny,Morning,Spring,Relaxing,Happiness
688,https://upload.wikimedia.org/wikipedia/commons/3/3d/Oia_Santorini_%281335757985%29.jpg,"Whitewashed buildings and blue accents in Oia, Santorini / I've always wanted to see the iconic Cycladic architecture and bright Aegean colors in person.",Greece,Sunny,Afternoon,Summer,Sightseeing,Happiness
689,https://images.pexels.com/photos/532826/pexels-photo-532826.jpeg,Wide view of the Eiffel Tower under a clear blue sky with Paris greenery and cityscape / chosen because it's an iconic landmark I want to see in person.,France,Sunny,Afternoon,Summer,Sightseeing,Romance
690,https://images.pexels.com/photos/1108807/pexels-photo-1108807.jpeg,"Swiss countryside with a farmhouse and small chapel on a green meadow of yellow wildflowers, with forests and mountains/ chosen for its peaceful, scenic vibe.",Switzerland,Cloudy,Morning,Summer,Relaxing,Happiness
691,https://images.pexels.com/photos/3408354/pexels-photo-3408354.jpeg,Red multi-tier pagoda overlooking a city with snow-capped Mount Fuji in the background/ chosen for the mix of Japanese culture and epic nature.,Japan,Cloudy,Afternoon,Winter,Sightseeing,Adventure
692,https://upload.wikimedia.org/wikipedia/commons/b/b9/Petra_Treasury.jpg,Petra's Treasury carved into sandstone/ I'd love to explore the ancient city and its dramatic rock-cut architecture.,Jordan,Sunny,Afternoon,Summer,Sightseeing,Curiosity
693,https://images.pexels.com/photos/2767815/pexels-photo-2767815.jpeg,"A sunny coastal marina packed with boats and yachts beside a green cliffside town, overlooking a calm deep-blue sea/ chosen because I'd love to explore a lively Mediterranean-style harbor and relax by the water.",Turkey,Sunny,Afternoon,Summer,Sightseeing,Happiness
702,https://unsplash.com/photos/the-majestic-leaning-tower-of-pisa-on-a-sunny-day-against-a-blue-sky-italy-R7Ht06fNms0,A classic view of the Leaning Tower of Pisa on a sunny day.,Italy,Sunny,Morning,Spring,Sightseeing,Curiosity
703,https://static.independent.co.uk/2025/08/19/15/43/iStock-1547565308.jpeg,"Lush green terraced rice paddies, characteristic of Bali's agricultural landscape",Indonesia,Sunny,Morning,Summer,Sightseeing,Happiness
704,https://cdn.pixabay.com/photo/2017/07/13/09/44/israel-2499892_1280.jpg,The iconic golden dome and intricate blue tile work of the mosque,Palestine,Sunny,Morning,Summer,Worship,
705,https://thumbs.dreamstime.com/b/paris-louvre-museum-pyramid-tourists-sunset-glow-afternoon-illuminates-grounds-shades-pink-yellow-purple-world-s-399996264.jpg,The modern glass pyramid entrance contrasting with the historic palace architecture,France,Cloudy,Afternoon,Spring,Sightseeing,Excitement
706,https://images.squarespace-cdn.com/content/v1/5cd57d59ca525b7e9eae595c/0b585eb6-c4cb-4790-9c05-d684b37f1d78/Venice+walk+2023-08-06+016.jpg,"Gondolas floating on the Grand Canal, surrounded by classic Venetian buildings",Italy,Sunny,Afternoon,Summer,Relaxing,Romance
707,https://www.shutterstock.com/image-photo/mountain-fuji-sakura-cherry-blossom-260nw-2337510813.jpg,Mount Fuji towering over delicate cherry blossom trees in full bloom,Japan,Sunny,Morning,Spring,Sightseeing,Happiness
708,https://cdn.naturettl.com/wp-content/uploads/2023/05/04144518/banff-national-park-landscapes-2-900x600.jpg,The stunning turquoise waters of Moraine Lake backed by the snow-dusted Valley of the Ten Peaks,Canada,Cloudy,Morning,Spring,Hiking,Adventure
709,https://t3.ftcdn.net/jpg/01/13/78/94/360_F_113789415_Vt3uGKROnhEfExarV9MS7S8rJq60fLQ1.jpg,Trekkers making their way across a snowy path toward the high-altitude mountain peaks,Nepal,Sunny,Afternoon,Fall,Hiking,Adventure
710,https://t3.ftcdn.net/jpg/04/15/61/06/360_F_415610652_VEm4IyaJi9oxKqnuQCIffkVDEwMvJLqe.jpg,The historic main square filled with people dining and socializing under the arcades,Spain,Cloudy,Afternoon,Summer,Relaxing,Happiness
711,https://thumbs.dreamstime.com/b/oia-santorini-dark-night-long-exposure-photograph-sunset-mediterranean-sea-greece-oia-santorini-dark-night-long-261592555.jpg,"White, cliffside houses with blue domes overlooking the Aegean Sea during sunset",Greece,Sunny,Evening,Summer,Relaxing,Romance
713,https://www.cataloniahotels.com/en/blog/wp-content/uploads/2023/12/barcelona-city-overview.jpg,A stunning aerial view of Barcelona with the Sagrada Família standing at the center surrounded by the city's perfectly organized grid layout.,Spain,Sunny,Evening,Summer,Sightseeing,Curiosity
714,https://www.mediaoffice.ae/-/media/2023/may/01-05/06/det_sheikh-zayed-road_always-on_1.jpg?h=1459&w=2109&hash=35CFC3825FA0C0525E060758A10D9106,"A panoramic view of Dubai with the Museum of the Future and Emirates Towers, showing the city's modern skyline and vibrant urban atmosphere.",United Arab Emirates,Cloudy,Afternoon,Winter,Sightseeing,Curiosity
715,https://www.aljazeera.net/wp-content/uploads/2024/06/shutterstock_2006444318-1718872805.jpg?w=770&resize=770%2C512,"A stunning view of the Bahá'í Gardens in Haifa featuring perfectly terraced gardens, vibrant greenery and the golden-domed Shrine of the Báb at the top.",Palestine,Sunny,Afternoon,Summer,Sightseeing,Curiosity
716,https://greenfue.com/wp-content/uploads/2022/01/%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D9%81%D9%8A-%D8%AC%D8%B2%D8%B1-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D8%AF%D9%8A%D9%81.jpg,Luxury overwater villa with a private pool surrounded by clear turquoise water and palm trees offering a peaceful and relaxing tropical experience.,Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
717,https://media.elwatannews.com/media/img/mediaarc/large/10348548571584870607.jpg,An iconic view of the Great Wall of China stretching across green mountains showing its ancient stone pathways and watchtowers.,China,Cloudy,Morning,Spring,Walking,Curiosity
718,https://images.pexels.com/photos/2087387/pexels-photo-2087387.jpeg,"A view of Al-Aqsa Mosque in Jerusalem, an important Islamic holy site.",Palestine,Sunny,Morning,Spring,Relaxing,Happiness
719,https://images.pexels.com/photos/33840568/pexels-photo-33840568.jpeg,Al-Masjid an-Nabawi in Madinah showing its peaceful courtyard and iconic green dome.,Saudi Arabia,Sunny,Afternoon,Summer,Relaxing,Happiness
720,https://images.pexels.com/photos/5620451/pexels-photo-5620451.jpeg,The Holy Kaaba in Mecca surrounded by pilgrims during worship.,Saudi Arabia,Sunny,Evening,Summer,Relaxing,Happiness
